"jugador","edad","posicion","all_stars","partidos_jugados","partidos_titular","tiros_anotados_aj","tiros_intentados_aj","triples_anotados_aj","tripes_intentados_aj","tiros_2_anotados_aj","tiros_2_intentados_aj","tl_anotados_aj","tl_intentados_aj","ro_aj","rd_aj","rebotes_aj","asistencias_aj","robos_aj","tapones_aj","perdidas_aj","faltas_aj","puntos_aj"
"Andrew Nembhard",23,"SG",0,75,63,0.461700924918046,1.04490209323558,0.145800292079383,0.4252508518982,0.315900632838663,0.619651241337377,0.08505017037964,0.0972001947195886,0.0607501216997429,0.267300535478869,0.328050657178612,0.546751095297686,0.109350219059537,0.0243000486798972,0.206550413779126,0.291600584158766,1.15425231229511
"Andrew Wiggins",27,"SF",0,37,37,0.739668917896665,1.55548022440034,0.261059618081176,0.663526529289655,0.478609299815489,0.891953695110684,0.130529809040588,0.206672197647598,0.174039745387451,0.369834458948333,0.543874204335783,0.25018213399446,0.130529809040588,0.0870198726937253,0.141407293127304,0.315447038514754,1.86004977882838
"Anfernee Simons",23,"SG",0,62,62,0.767896915383452,1.73032771599738,0.348113268307165,0.931714923998589,0.419783647076287,0.79861279199879,0.266204263999597,0.296920140614935,0.0307158766153381,0.235488387384259,0.266204263999597,0.419783647076287,0.0716703787691222,0.0204772510768921,0.215011136307367,0.235488387384259,2.16034998861211
"Anthony Davis",29,"C",0,56,54,1.0143198881308,1.79858784287112,0.0313707181896125,0.135939778821654,0.972492263877987,1.66264806404946,0.648328175918658,0.826095578993128,0.365991712212145,0.951578451751578,1.30711325790052,0.271879557643308,0.115025966695246,0.209138121264083,0.230051933390491,0.271879557643308,2.70833867036988
"Anthony Edwards",21,"SG",1,79,79,0.892699150625933,1.95591386934895,0.270818843448317,0.732213910063968,0.631910634712739,1.22369995928499,0.401213101404914,0.531607359361511,0.0601819652107371,0.521577031826388,0.581758997037125,0.441334411545405,0.160485240561966,0.0702122927458599,0.331000808659054,0.240727860842948,2.46746057364022
"Anthony Gill",30,"PF",0,59,8,0.277472275257998,0.50869917130633,0.0231226896048332,0.115613448024166,0.254349585653165,0.393085723282164,0.184981516838666,0.254349585653165,0.138736137628999,0.254349585653165,0.393085723282164,0.138736137628999,0.0231226896048332,0.0462453792096664,0.0693680688144996,0.277472275257998,0.763048756959495
"Anthony Lamb",25,"SF",0,62,4,0.374377726762413,0.795552669370129,0.187188863381207,0.499170302349885,0.187188863381207,0.296382367020244,0.109193503639037,0.155990719484339,0.140391647535905,0.405575870659281,0.545967518195186,0.233986079226508,0.0779953597421695,0.0467972158453017,0.140391647535905,0.343179582865546,1.04513782054507
"Austin Reaves",24,"SG",0,64,22,0.4714594990988,0.90755953576519,0.15322433720711,0.40074057423398,0.31823516189169,0.50681896153121,0.42431354918892,0.48324598657627,0.05893243738735,0.29466218693675,0.3535946243241,0.40074057423398,0.05893243738735,0.03535946243241,0.17679731216205,0.20037028711699,1.5322433720711
"Austin Rivers",30,"SG",0,52,10,0.27880845102871,0.619574335619356,0.123914867123871,0.371744601371614,0.139404225514355,0.263319092638226,0.0929361503429035,0.123914867123871,0.0154893583904839,0.232340375857259,0.247829734247743,0.216851017466775,0.0774467919524195,0.0154893583904839,0.0619574335619356,0.232340375857259,0.758978561133712
"Ayo Dosunmu",23,"SG",0,80,51,0.441269442998352,0.895146584368086,0.0882538885996705,0.302584760913156,0.353015554398682,0.605169521826312,0.100861586971052,0.126076983713815,0.075646190228289,0.277369364170393,0.353015554398682,0.327800157655919,0.100861586971052,0.0378230951141445,0.151292380456578,0.289977062541774,1.08426205993881
"Bam Adebayo",25,"C",1,75,75,0.825975870024968,1.5383800579215,0,0.0206493967506242,0.825975870024968,1.51773066117088,0.44396203013842,0.557533712266853,0.258117459382802,0.69175479114591,0.949872250528713,0.330390348009987,0.123896380503745,0.0825975870024968,0.258117459382802,0.289091554508739,2.10623846856367
